DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,PT,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2015,23.407,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2016,19.011,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2017,16.845,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2018,16.754,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2019,18.849,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2020,22.177,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RO,2021,22.949,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2010,9.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2011,10.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2012,9.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2013,8.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2014,8.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2015,6.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2016,8.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2017,9.793,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2018,8.207,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2019,8.983,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2020,11.187,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,RS,2021,6.064,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SE,2015,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SE,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SI,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SI,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2015,1.100,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2016,1.770,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2017,2.040,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2018,9.800,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2019,9.400,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2020,7.800,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,SK,2021,7.800,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,UA,2016,2.860,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,UA,2017,2.138,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,UA,2018,2.380,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,THS_T,UA,2019,2.654,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2010,4.332,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2011,4.238,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2012,3.918,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2013,2.779,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2014,1.504,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2015,2.033,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2016,2.163,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2017,2.478,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2018,2.285,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2019,2.071,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2020,2.047,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,AT,2021,1.770,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2014,11.044,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2015,10.886,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2016,21.606,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2017,32.211,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2018,19.971,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2019,14.921,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2020,15.207,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BA,2021,15.785,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BE,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2010,304.700,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2011,379.719,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2012,368.122,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2013,301.013,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2014,209.743,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2015,72.466,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2016,81.779,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2017,86.159,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2018,62.280,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2019,55.557,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2020,53.975,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,BG,2021,75.113,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2015,40.648,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2016,30.649,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2017,34.026,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2018,34.021,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2019,29.357,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2020,16.962,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,CZ,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EA20,2018,529.091,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EA20,2019,499.747,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EA20,2020,402.053,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EA20,2021,364.198,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2010,5.929,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2011,7.282,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2012,7.032,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2013,7.017,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2014,6.238,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2015,4.241,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EE,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EL,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EL,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EL,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EL,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EL,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2010,867.292,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2011,611.486,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2012,549.295,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2013,475.294,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2014,460.548,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2015,444.201,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2016,396.441,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2017,397.739,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2018,342.738,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2019,325.574,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2020,232.701,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,ES,2021,192.148,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EU27_2020,2018,3953.075,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EU27_2020,2019,3348.567,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EU27_2020,2020,3376.585,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,EU27_2020,2021,3141.582,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FI,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2010,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2011,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2012,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2013,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2014,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2015,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,FR,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2016,5.168,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2017,2.040,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2018,1.564,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2019,1.411,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2020,0.514,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,GE,2021,12.478,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2010,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2011,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2012,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2013,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2014,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2015,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,HR,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IE,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,IT,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LT,2017,26.186,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LT,2018,27.195,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LT,2019,21.652,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LT,2020,15.891,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LT,2021,19.997,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2010,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2011,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2012,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2013,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2014,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2015,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2016,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2017,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2018,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2019,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LU,2021,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2010,0.236,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2011,0.210,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2012,0.131,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2013,0.120,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2014,0.121,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2015,0.120,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2016,0.119,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2017,0.096,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2018,0.073,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2019,0.049,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2020,0.000,
ESTAT:NRG_D_HHQ(1.0),31/05/23 23:00:00,A,FC_OTH_HH_E_CK,SFF_P1000_S2000,TJ,LV,2021,0.024,
